Bestellung,Weinkarte Pos.,Klassifizierung,Jahrgang,Name,Hersteller,Gebiet,Lieferant,Ek-Preis,Aufschlag,MwSt.,VK-Preis kalk.,VK-Preise berechnet neu,VK-Preise Weinkarte ab 14.06.2020,Önothekenpreis,, Preis Glas ,Lager Start,Zugang/arrivi2023,Abgang,Lager,,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23/24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W52 u W01,,W02,W03,W04,W05,W06,W07,W08
,139,Gewürztraminer,2021,Gewürztraminer am Sand,Alois Lageder,Überetsch,WD, 16.60 € , 25.00 € , 4.16 € , 45.76 € , 46.00 € , 46.00 € , 33.42 € ,0.00 €, € 7.67 ,,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
,139,Piwi,2019,Solaris Anterui,Urban Visintin,Überetsch,Liesele, 12.00 € , 25.00 € , 3.70 € , 40.70 € , 41.00 € , 41.00 € , 24.16 € ,0.00 €, € 6.83 ,,198,165,33,,,,,1,,2,,1,,1,,,,,,,,,,45,6,1,3,9,6,5,7,1,3,4,5,6,5,4,5,5,4,9,7,2,5,,5,8,4,4,2,1,,5,2,,,,,,
,140,Piwi,2019,Vino del Passo - Green Mountain Wine,Weingut Lieselehof,Überetsch,Liesele, 39.50 € , 35.00 € , 7.45 € , 81.95 € , 82.00 € , 82.00 € , 79.51 € ,0.00 €, € 13.67 ,11,6,9,8,,,,,1,,2,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,
,140.2,Piwi,2021,Le Viogn,Tröpfltalhof,Überetsch,WD, 17.20 € , 30.00 € , 4.72 € , 51.92 € , 52.00 € , 52.00 € , 34.62 € ,0.00 €, € 8.67 ,,9,5,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,
,141.2,Piwi,2020,Shades of Gris Project XXX,Kellerei Kaltern,Überetsch,WD, 19.90 € , 30.00 € , 4.99 € , 54.89 € , 55.00 € , 55.00 € , 40.06 € ,0.00 €, € 9.17 ,,12,5,7,,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
18,142.2,Piwi,2022,Muscaris Sulis,Weingut Edmund Pomella,Überetsch,Pomella, 14.70 € , 25.00 € , 3.97 € , 43.67 € , 44.00 € , 44.00 € , 29.59 € ,0.00 €, € 7.33 ,,24,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,
,142,Piwi,2019,Julian - Bio,Weingut Lieselehof,Kaltern,Liesele, 20.70 € , 30.00 € , 5.07 € , 55.77 € , 56.00 € , 50.00 € , 41.67 € ,-6.00 €, € 8.33 ,5,24,21,8,,1,,,3,,,,,,2,1,2,,,,,,,,1,,,,2,,,,,,,,1,,,,,,,,5,,,,,,,1,1,,1,,,,,,,
,143,Piwi,2020,Julian Orange - Bio,Weingut Lieselehof,Kaltern,Liesele, 31.20 € , 30.00 € , 6.12 € , 67.32 € , 67.00 € , 64.00 € , 62.81 € ,-3.00 €, € 10.67 ,7,6,5,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,,,,,,
,143.4,Cuvèe,2022,De Vite (bestellt),Weingut Hofstätter,Unterland,O, 9.43 € , 25.00 € , 3.44 € , 37.87 € , 38.00 € , 37.00 € , 18.98 € ,-1.00 €, € 6.17 ,10,81,56,35,,5,,,1,2,,1,,,2,2,,,,,,,,,,,,,1,1,,1,3,,,,2,,,1,,,2,,6,,2,,,5,,,,,24,,,,,,,
,144,Cuvèe,2022,Manna,Franz Haas,Unterland,FW, 17.15 € , 30.00 € , 4.72 € , 51.87 € , 52.00 € , 49.00 € , 34.52 € ,-3.00 €, € 8.17 ,9,57,36,30,,1,2,,1,,,,,,2,1,,,,,,,,,,1,,,2,,2,2,,,3,,,,1,3,2,2,1,1,5,1,3,,8,1,3,,,,,1,,,,,,
,144.3,Cuvèe,2020,Aichberg,Kornell,Unterland,WD, 19.90 € , 30.00 € , 4.99 € , 54.89 € , 55.00 € , 54.00 € , 40.06 € ,-1.00 €, € 9.00 ,,48,40,8,,,,,,,,,,,,,,,,,,,,,1,,,1,4,2,1,,,,1,2,,2,,1,4,3,5,,2,1,2,,2,1,,,3,,5,1,,,,,,
,145,Cuvèe,2021,Beyond The Clouds,Weingut Elena Walch,Unterland,O, 52.00 € , 40.00 € , 9.20 € , 101.20 € , 101.00 € , 99.00 € , 104.68 € ,-2.00 €, € 16.50 ,9,12,12,9,,1,,,,,1,,,,,,1,,,,,,,,1,1,,,,,2,,1,,1,,,1,,,,,,,1,,,,1,,1,,,,1,,,,,,,
,146,Cuvèe,2012,Beyond the Clouds Argentum Bonum,Weingut Elena Walch,Unterland,O, 60.60 € , 60.00 € , 12.06 € , 132.66 € , 133.00 € , 132.00 € , 121.99 € ,-1.00 €, € 22.00 ,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,147,Cuvèe,2022,Reserve della Contessa  ,Weingut Manincor,Überetsch,OB, 13.75 € , 25.00 € , 3.88 € , 42.63 € , 43.00 € , 42.00 € , 27.68 € ,-1.00 €, € 7.00 ,13,8,17,4,,,,,3,2,4,,2,,1,3,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
,148,Cuvèe,2019,Private Cuvèe,Weingut Pacherhof,Eisacktal,Karner, 27.46 € , 30.00 € , 5.75 € , 63.21 € , 63.00 € , 66.00 € , 55.28 € ,3.00 €, € 11.00 ,8,18,12,14,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,2,,3,,,,1,,2,,,,,,,,,,,,,,,
,149,Cuvèe,2008,TERLANER Cuvee rarity 2008,Kellerei Terlan ,Terlan,Karner, 108.00 € , 80.00 € , 18.80 € , 206.80 € , 207.00 € , 207.00 € , 217.40 € ,0.00 €, € 34.50 ,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,Cuvèe,2019,TERLANER Primo Grande Cuvee,Kellerei Terlan ,Terlan,WD, 125.00 € , 100.00 € , 22.50 € , 247.50 € , 250.00 € , 250.00 € , 251.63 € ,0.00 €, € 41.67 ,5,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150.2,Cuvèe,2020,TERLANER Primo Grande Cuvee,Kellerei Terlan ,Terlan,OBK, 134.00 € , 90.00 € , 22.40 € , 246.40 € , 246.00 € , 270.00 € , 269.74 € ,24.00 €, € 45.00 ,2,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,Cuvèe,2017,LR,Kellerei Schreckbichl,Überetsch,WD, 56.00 € , 50.00 € , 10.60 € , 116.60 € , 117.00 € , 130.00 € , 112.73 € ,13.00 €, € 21.67 ,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
,152,Cuvèe,2019,LR,Kellerei Schreckbichl,Überetsch,WD, 64.00 € , 50.00 € , 11.40 € , 125.40 € , 125.00 € , 125.00 € , 128.83 € ,0.00 €, € 20.83 ,,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,152,Cuvèe,2016,Appius,Kellerei St. Michael eppan,Eppan,Karner, 77.00 € , 65.00 € , 14.20 € , 156.20 € , 156.00 € , 159.00 € , 155.00 € ,3.00 €, € 26.50 ,2,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,153,Cuvèe,2018,Caroline,Weingut Pranzegg,Bozen,Karner, 18.62 € , 30.00 € , 4.86 € , 53.48 € , 53.00 € , 52.00 € , 37.48 € ,-1.00 €, € 8.67 ,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,
,154,Cuvèe,2020,Eart,Bergmannhof,Bozen,WD, 24.00 € , 30.00 € , 5.40 € , 59.40 € , 59.00 € , 58.00 € , 48.31 € ,-1.00 €, € 9.67 ,6,14,12,8,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,,1,,,,,,,1,,,1,,3,,,,,,,,,2,,,,,,,
,155,Cuvèe,2016,Dolomytos Weiss,Ansitz Dolomythos,Ritten,WS, 31.75 € , 30.00 € , 6.18 € , 67.93 € , 68.00 € , 68.00 € , 63.91 € ,0.00 €, € 11.33 ,11,5,8,8,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,2,,,1,,,,,,,
,156,Cuvèe,2007,Dolomytos Weiss,Ansitz Dolomythos,Ritten,WS, 40.90 € , 40.00 € , 8.09 € , 88.99 € , 89.00 € , 89.00 € , 82.33 € ,0.00 €, € 14.83 ,,5,2,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,156.5,Cuvèe,2019,Dona Blanc,Hartmann Dona,Unterland,Akos, 19.90 € , 30.00 € , 4.99 € , 54.89 € , 55.00 € , 54.00 € , 40.06 € ,-1.00 €, € 9.00 ,,12,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,
Fertig,157,Rosèwein,2021,Ros`Anna Lacrima di Morro dÀlba,Tenuta di Fra  ,Marken,Daniel, 8.85 € , 25.00 € , 3.39 € , 37.24 € , 37.00 € , 37.00 € , 17.82 € ,0.00 €, € 6.17 ,23,96,119,0 ,,1,1,4,,3,5,,1,,,,1,,,,,,,,4,7,22,3,5,11,7,2,,2,6,1,2,2,4,5,2,2,6,,10,,,,,,,,,,,,,,,,,
,158,Rosèwein,2021,Rosé,Kellerei Nals Margreid,Unterland,FW, 7.35 € , 25.00 € , 3.24 € , 35.59 € , 36.00 € , 33.00 € , 14.80 € ,-3.00 €, € 5.50 ,11,,11,0 ,,,,,,,1,,2,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,Rosèwein,2022,Le Rose de Manincor,Weingut Manincor,Überetsch,O, 14.85 € , 25.00 € , 3.99 € , 43.84 € , 44.00 € , 44.00 € , 29.89 € ,0.00 €, € 7.33 ,4,57,52,9 ,,1,,1,1,3,,3,5,1,,1,1,,,,,,,,1,,1,,1,4,,1,2,,3,,3,2,1,1,,,6,2,2,1,1,,,,1,1,,,2,,,,,,,
,161,Rosèwein,2022,upupa Rosa,Abraham,Überetsch,WD, 12.50 € , 25.00 € , 3.75 € , 41.25 € , 41.00 € , 41.00 € , 25.16 € ,0.00 €, € 6.83 ,5,48,57,9,,4,1,,4,,4,,1,2,1,1,4,,,,,,,,,2,,7,5,1,1,1,,1,1,1,1,,,1,1,,1,3,3,2,1,,2,1,,,1,,1,,,,,,,
,161,Rosèwein,2022,Rose Si,Duemani,Toskana,WD, 21.50 € , 30.00 € , 5.15 € , 56.65 € , 57.00 € , 57.00 € , 43.28 € ,0.00 €, € 9.50 ,,21,10,12,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,3,,,,,,,1,1,,,,,,,,,,,2,,,,,,,
,161,Rosèwein,2021,Lagrein Rosé,Hochklasus,Bozen,Hochklaus, 12.50 € , 25.00 € , 3.75 € , 41.25 € , 41.00 € , 40.00 € , 25.16 € ,-1.00 €, € 6.67 ,,48,45,13,,,,,,,,,,,,,,,,,,,,,2,4,,3,6,2,2,1,,,2,1,2,1,,6,,4,,1,1,1,,4,2,,,,,,2,,,,,,,
,162,Rosèwein,2022,Lagrein Rose,Rottensteiner,Überetsch,Karner, 7.50 € , 25.00 € , 3.25 € , 35.75 € , 36.00 € , 35.00 € , 15.10 € ,-1.00 €, € 5.83 ,9,36,,9,,,,,1,1,1,,3,,1,,,,,,,,,,,3,,5,,3,1,1,1,2,1,1,2,2,1,,,,,,,3,,2,,,,1,,,1,,,,,,,
,163,italienische Weine,2016,Nosiola Bio,Salvetta,Trentino,Akos, 11.50 € , 25.00 € , 3.65 € , 40.15 € , 40.00 € , 38.00 € , 23.15 € ,-2.00 €, € 6.33 ,5,,1,4 ,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,italienische Weine,2022,Pinot Grigio - bio,Cesconi,Trento,WD, 11.20 € , 25.00 € , 3.62 € , 39.82 € , 40.00 € , 40.00 € , 22.55 € ,0.00 €, € 6.67 ,1,42,26,17 ,,2,2,,,1,2,1,1,3,,1,,,,,,,,,,,3,,,1,,,,1,,,,,,1,1,,,1,,1,2,,,1,,,1,,1,,,,,,,
,165,italienische Weine,2020,Massifitti Trebbiano di Soave,Suavia,Veneto,Cuzziol, 11.50 € , 25.00 € , 3.65 € , 40.15 € , 40.00 € , 40.00 € , 23.15 € ,0.00 €, € 6.67 ,5,36,41,0 ,,,,,,,3,2,1,3,1,,,,,,,,,,,2,,,1,2,1,,,,,1,1,,,4,,14,,1,,2,1,1,,1,,,,,,1,,,,,,
,166,italienische Weine,2021,Monte Carbonare,Suavia,Veneto,Cuzziol, 12.60 € , 25.00 € , 3.76 € , 41.36 € , 41.00 € , 42.00 € , 25.36 € ,1.00 €, € 7.00 ,12,25,19,18 ,,1,2,1,,2,,1,,1,1,,1,,,,,,,,,,,,1,1,,,,,1,1,1,,1,,,,,1,,,,,,,,,2,,,1,,,,,,
,167,italienische Weine,,Opera Semplice,Suavia,Veneto,Cuzziol, 18.00 € , 30.00 € , 4.80 € , 52.80 € , 53.00 € , 53.00 € , 36.23 € ,0.00 €, € 8.83 ,5,6,2,9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,168,italienische Weine,2018,Pinot Grigio Sturm,Tenuta Sturm,Friaul,Karner, 11.00 € , 25.00 € , 3.60 € , 39.60 € , 40.00 € , 36.00 € , 22.14 € ,-4.00 €, € 6.00 ,12,,1,11 ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,italienische Weine,2021,Adelchi Ribolla Gialla,Venica e Venica,Friaul,WD, 17.30 € , 30.00 € , 4.73 € , 52.03 € , 52.00 € , 52.00 € , 34.82 € ,0.00 €, € 8.67 ,8,3,5,6 ,,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,170.2,italienische Weine,2012,Ribolla,Gravner,Friaul,Karner, 72.10 € , 50.00 € , 12.21 € , 134.31 € , 134.00 € , 145.00 € , 145.14 € ,11.00 €, € 24.17 ,,4,1,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
,170.2,italienische Weine,2015,Ribolla,Gravner,Friaul,Karner, 66.00 € , 50.00 € , 11.60 € , 127.60 € , 128.00 € , 132.00 € , 132.86 € ,4.00 €, € 22.00 ,,3,1,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,170,italienische Weine,2020,Friulano,Ronco Severo,Friaul,WD, 20.50 € , 30.00 € , 5.05 € , 55.55 € , 56.00 € , 55.00 € , 41.27 € ,-1.00 €, € 9.17 ,3,4,2,5 ,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,171,italienische Weine,2018,Greco di Tufo - Cutizzi,Feudi San Gregorio,Campania,Akos, 9.50 € , 25.00 € , 3.45 € , 37.95 € , 38.00 € , 36.00 € , 19.12 € ,-2.00 €, € 6.00 ,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172,italienische Weine,2018,Fiano di Avellino - Pietra calda,Feudi San Gregorio,Campania,Akos, 9.50 € , 25.00 € , 3.45 € , 37.95 € , 38.00 € , 36.00 € , 19.12 € ,-2.00 €, € 6.00 ,10,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,italienische Weine,2016,Chardonnay ,Monteverro,Toskana,Karner, 61.00 € , 50.00 € , 11.10 € , 122.10 € , 122.00 € , 123.00 € , 122.79 € ,1.00 €, € 20.50 ,3,,0,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,italienische Weine,2021,Vermentino BIO,Monteverro,Toscana,Karner, 11.50 € , 25.00 € , 3.65 € , 40.15 € , 40.00 € , 40.00 € , 23.15 € ,0.00 €, € 6.67 ,8,12,7,13,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
,175,italienische Weine,2021,Riesling Herzu,Germano Ettore,Piemonte,WD, 19.30 € , 30.00 € , 4.93 € , 54.23 € , 54.00 € , 54.00 € , 38.85 € ,0.00 €, € 9.00 ,10,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176,italienische Weine,2022,Grillo,Caruso & M,Sicilia,WD, 8.90 € , 25.00 € , 3.39 € , 37.29 € , 37.00 € , 37.00 € , 17.92 € ,0.00 €, € 6.17 ,6,6,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,
,177,italienische Weine,2022,Arneis  Camestri,Marco Porello,Piemonte,Cuzziol, 8.70 € , 25.00 € , 3.37 € , 37.07 € , 37.00 € , 36.00 € , 17.51 € ,-1.00 €, € 6.00 ,20,6,17,9,,,,,,1,,,,,,,5,,,,,,,,,,,,,1,,1,,,2,,,,,,1,,1,,,5,,,,,,,,,,,,,,,,
,178,italienische Weine,2021,Derthona Timorasso,Borgogno,Piemonte,WD, 23.90 € , 30.00 € , 5.39 € , 59.29 € , 59.00 € , 58.00 € , 48.11 € ,-1.00 €, € 9.67 ,9,2,5,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,
,179,italienische Weine,2021,Derthona Timorasso Colli Torinesi,Mariotto,Piemonte,WD, 10.69 € , 25.00 € , 3.57 € , 39.26 € , 39.00 € , 39.00 € , 21.52 € ,0.00 €, € 6.50 ,0,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,179.5,italienische Weine,2021,Cairossa Bianco,Caiarossa,Toskana,Akos, 15.50 € , 30.00 € , 4.55 € , 50.05 € , 50.00 € , 50.00 € , 31.20 € ,0.00 €, € 8.33 ,0,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,1,,,,,,,
,179,Deutschland,2018,Reiterpfad,Von Winning,Pfals,WD, 23.50 € , 30.00 € , 5.35 € , 58.85 € , 59.00 € , 59.00 € , 47.31 € ,0.00 €, € 9.83 ,8,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
,180,Deutschland,2008,Riesling Spätlese Trocken,Karthäuserhof,Mosel,Michl, 28.00 € , 30.00 € , 5.80 € , 63.80 € , 64.00 € , 63.00 € , 63.00 € ,-1.00 €, € 10.50 ,3,,5,-2,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,
,181,Deutschland,2014,Riesling Alte Rebe,Karthäuserhof,Mosel,Michl, 19.90 € , 30.00 € , 4.99 € , 54.89 € , 55.00 € , 55.00 € , 63.00 € ,0.00 €, € 9.17 ,6,,1,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,182,Deutschland,2021,Alte Reben Riesling,Van Volxem,Saar,Karner, 19.36 € , 30.00 € , 4.94 € , 54.30 € , 54.00 € , 54.00 € , 38.97 € ,0.00 €, € 9.00 ,7,,2,5,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,Deutschland,2020,Riesling Scharzhofberger,Van Volxem,Saar,Karner, 39.20 € , 35.00 € , 7.42 € , 81.62 € , 82.00 € , 82.00 € , 78.91 € ,0.00 €, € 13.67 ,5,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,Deutschland,2019,Riesling Röttgen,Heymann-Löwenstein,Mosel,WD, 43.50 € , 40.00 € , 8.35 € , 91.85 € , 90.00 € , 89.00 € , 87.57 € ,-1.00 €, € 14.83 ,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
6,184.3,Deutschland,2021,Riesling Bernkasteller Badstube Kabi,J.J.Prüm,Mosel,Akos, 27.95 € , 25.00 € , 5.30 € , 58.25 € , 58.00 € , 58.00 € , 56.26 € ,0.00 €, € 9.67 ,,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,184.5,Deutschland,2021,Riesling Graacher Himmelreich Auslese,J.J.Prüm,Mosel,Akos, 49.25 € , 40.00 € , 8.93 € , 98.18 € , 90.00 € , 95.00 € , 99.14 € ,5.00 €, € 15.83 ,,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
,185,Deutschland,2021,Riesling Quarzit,Peter Jakob Kühn,Rheingau,WD, 21.50 € , 30.00 € , 5.15 € , 56.65 € , 52.00 € , 50.00 € , 43.28 € ,-2.00 €, € 8.33 ,9,12,10,11,,3,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,
,186,Deutschland,2020,Riesling Nikolaus,Peter Jakob Kühn,Rheingau,WD, 51.90 € , 40.00 € , 9.19 € , 101.09 € , 95.00 € , 95.00 € , 104.47 € ,0.00 €, € 15.83 ,3,6,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,187,Deutschland,2019,Riesling Stettener stein GG,Weingut am Stein,Franken,WD, 38.90 € , 35.00 € , 7.39 € , 81.29 € , 80.00 € , 80.00 € , 78.31 € ,0.00 €, € 13.33 ,2,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fertig,188,Deutschland,2016,Riesling Teufelskopf Erste Lage,W.E. Frank,Rheinhessen,Michl, 26.60 € , 30.00 € , 5.66 € , 62.26 € , 63.00 € , 63.00 € , 53.55 € ,0.00 €, € 10.50 ,3,,3,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
,189,Deutschland,2022,Riesling Tonschiefer,Weingut Dönnhof,Deutschland,FW, 13.95 € , 25.00 € , 3.90 € , 42.85 € , 43.00 € , 43.00 € , 28.08 € ,0.00 €, € 7.17 ,20,12,16,16,,,1,,,,,,1,1,,,,,,,,,,,,,,1,,,,,2,,,,,1,,,,1,,,,,,8,,,,,,,,,,,,,,
,190,Deutschland,2020,Riesling hermannhöhle GG,Weingut Dönnhof,Deutschland,FW, 44.50 € , 45.00 € , 8.95 € , 98.45 € , 98.00 € , 98.00 € , 89.58 € ,0.00 €, € 16.33 ,5,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
,191,Deutschland,2018,Riesling Dellchen magnum,Weingut Dönnhof,Deutschland,FW, 79.50 € , 70.00 € , 14.95 € , 164.45 € , 164.00 € , 164.00 € , 160.03 € ,0.00 €, € 27.33 ,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,192,Deutschland,2016,Riesling Dellchen magnum,Weingut Dönnhof,Deutschland,FW, 85.00 € , 70.00 € , 15.50 € , 170.50 € , 171.00 € , 171.00 € , 171.11 € ,0.00 €, € 28.50 ,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,193,Deutschland,2018,Riesling Frühlingsplätzchen GG,Schönleber,Deutschland,Cuzziol, 43.50 € , 35.00 € , 7.85 € , 86.35 € , 86.00 € , 89.00 € , 87.57 € ,3.00 €, € 14.83 ,,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,Deutschland,2019,Weissburgunder RS,Salwey,Deutschland,Cuzziol, 14.50 € , 25.00 € , 3.95 € , 43.45 € , 43.00 € , 43.00 € , 29.19 € ,0.00 €, € 7.17 ,11,6,6,11,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,195,Deutschland,2018,Grauburgunder Henkenberg GG,Salwey,Deutschland,Cuzziol, 25.90 € , 30.00 € , 5.59 € , 61.49 € , 61.00 € , 61.00 € , 52.14 € ,0.00 €, € 10.17 ,5,,2,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
,196,Österreich,2020,Graue Freyheit,Heinrich,Burgenland,WD, 22.00 € , 30.00 € , 5.20 € , 57.20 € , 57.00 € , 57.00 € , 44.29 € ,0.00 €, € 9.50 ,6,5,3,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,
,197,Österreich,2014/18,Sauvignon Sernau,Tement,Steiermark,WD, 33.90 € , 30.00 € , 6.39 € , 70.29 € , 70.00 € , 69.00 € , 68.24 € ,-1.00 €, € 11.50 ,6,,3,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,
,198,Österreich,2022,Grüner Veltliner Vogelsang ,Bründelmayer,Kamptal,WD, 19.90 € , 30.00 € , 4.99 € , 54.89 € , 55.00 € , 54.00 € , 40.06 € ,-1.00 €, € 9.00 ,9,,10,-1 ,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,1,,,,,2,1,,,,,,,,,,,,,,1,,,,,,,
,199,Österreich,2017,Ried Pfeningberg Riesling 1 Lage,Proidl,Kremstal,WD, 29.10 € , 30.00 € , 5.91 € , 65.01 € , 65.00 € , 65.00 € , 58.58 € ,0.00 €, € 10.83 ,3,,0,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
