external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
87675645.0,WHITE,CHARDONNAY HAUTES-COTES DE NUITS,GUY & YVAN DUFOULEUR,,,2019.0,50,,3.0,Purchase Price: 20.0,Bourgogne Hautes Cotes de Nuits Blanc,Guy & Yvan Dufouleur,wine_01h4pmmgww35thmf7a3w68b60x,,53.862637
798695864756.0,WHITE,"CHARDONNAY MERSAULT ""LES GRANDS CHARRONS""",MICHEAL BOUZEREAU,,,2021.0,125,,1.0,Purchase Price: 0.0,Meursault ''Les Grands Charrons'',Michel Bouzereau,wine_01harvckxxh7e4egjzfbhg59sq,,48.372818
97895546.0,WHITE,"CHARDONNAY MERSAULT 1CRU ""BLAGNY""",FAIVELEY,,,2020.0,160,,1.0,Purchase Price: 75.0,Meursault 1er Cru ''Blagny'' Blanc,Domaine Faiveley,wine_01gzr4ktjsysn1w9rce8fyvr4r,,28.395945
,WHITE,CHARDONNAY PULIGNY-MONTRACET,ETIENNE SAUZET,,,2020.0,130,,1.0,Purchase Price: 0.0,Puligny-Montrachet,Etienne Sauzet,wine_01h0my5rnc7086dzxdm6vtjr80,,51.212746
767465454323.0,WHITE,"CHARDONNAY PULIGNY-MONTRACET 1CRU ""LA GARENNE""",FAIVELEY,,,2019.0,180,,1.0,Purchase Price: 95.0,Puligny-Montrachet 1er Cru La Garenne,Domaine Faiveley,wine_01gzr4ktjsv373tpe7f59kr6y3,,37.3826
,WHITE,CHARDONNAY PULIGNY-MONTRACET 1CRU LES FOLATIERES,BACHELET-MONNOT,,,2021.0,280,,1.0,Purchase Price: 0.0,Puligny-Montrachet 1er Cru ''Les Folatières'',Bachelet-Monnot,wine_01hfxnejhcqj49yrcec1rae9pp,,55.045097
8032625754480.0,WHITE,CHARDONNAY VIE DI ROMANS,VIE DI ROMANS,,,2021.0,45,,6.0,Purchase Price: 18.8,Chardonnay,Vie di Romans,wine_01gzr4ksk5r72dexa5watpkkvw,1084872.0,36.356144
8053676061174.0,WHITE,DOLCE ESSENZIA,POJER E SANDRI,,,2019.0,40,,6.0,Purchase Price: 16.2,Essenzia Dolomiti,Pojer e Sandri,wine_01gzr4ksehqz4qz7ra0dqmk7f6,1224598.0,45.667435
879654.0,WHITE,FRIULANO BIANCO DI MITJIA,AZ AGR MITJIA SIRK,,,2022.0,28,,6.0,Purchase Price: 10.25,Bianco,Mitja Sirk,wine_01havwee49w0q7qcfsaamnq7nm,,48.3982
,WHITE,FRIULANO CÀ SAVORGNAN,AZ AGR MITJIA SIRK,,,2021.0,50,,6.0,Purchase Price: 21.62,Ca`Savorgnan,Mitja Sirk,wine_01hfxnejhrpdtfgmraaswzp5mq,,57.876972
897896546.0,WHITE,FRIULANO FRIULANO,I CLIVI,,,2022.0,28,,36.0,Purchase Price: 10.0,San Pietro Friulano,I Clivi,wine_01gzr4ksp38dcgetj42nrrwjgr,1434517.0,43.04336
