type,size,price,internal_notes,vintage,name,winery_name,info,area
WHITE,BOTTLE, 39.00,https://www.tannico.it/nahe-riesling-qba-trocken-tonschiefer-2016-donnhoff.html,2016,RIESLING “TONSCHIEFER” Donnhoff  ,RIESLING “TONSCHIEFER” Donnhoff  ,,
WHITE,BOTTLE, 99.00,https://www.vinello.it/monzinger-fruehlingsplaetzchen-riesling-secco-grosses-gewaechs-nach-vdp-statut-emrich-schoenleber,2016,RIESLING “FRÜHLINGSPLÄTZCHEN” VDP Grosse Lage Emrich Schönleber   ,RIESLING “FRÜHLINGSPLÄTZCHEN” VDP Grosse Lage Emrich Schönleber   ,,
WHITE,BOTTLE, 56.00,https://www.callmewine.com/riesling-trocken-monziger-halgans-emrich-schonleber-2016-P15676.htm,2016,"RIESLING ""HALGANS"" Emrich Schonleber  ","RIESLING ""HALGANS"" Emrich Schonleber  ",,
WHITE,BOTTLE, 34.00,https://vinibianchirossi.com/it/vini-bianchi-vitigni-e-denominazioni-riesling/791-riesling-lenz-2016-emrich-schonleber.html,2016,RIESLING “LENZ” Emrich Schonleber ,RIESLING “LENZ” Emrich Schonleber ,,
WHITE,BOTTLE, 39.00,https://www.callmewine.com/riesling-kabinett-monzinger-emrich-schonleber-2016-P10932.htm?gclid=Cj0KCQjwz96WBhC8ARIsAATR251PAhBuOx4GBhC3TcCxT9b_T3qpItJOR_gL1SRme2A6r6nBuCcwaDcaAnKyEALw_wcB,2020,RIESLING “MONZINGER” Kabinet VDP Ortswein Emrich Schonleber  ,RIESLING “MONZINGER” Kabinet VDP Ortswein Emrich Schonleber  ,4 - 2016,
WHITE,BOTTLE, 49.00,https://delivery.wicuisine.it/product/bassermann-jordan-riesling-auf-der-mauer-2016/,2016,RIESLING “AUF DER MAUER” Bassermann Jordan  ,RIESLING “AUF DER MAUER” Bassermann Jordan  ,,
WHITE,BOTTLE, 39.00,https://www.drinksco.it/vino-pfalz/dr-von-bassermann-jordan-orstwein-riesling-trocken-forst-pfalz-2017,2017,RIESLING “FORST” Bassermann Jordan  ,RIESLING “FORST” Bassermann Jordan  ,,
WHITE,BOTTLE, 43.00,http://www.germanwineestates.com/prinz.html,2016,"RIESLING ""PRINZ"" Hallgartener Hendelberg   ","RIESLING ""PRINZ"" Hallgartener Hendelberg   ",,
WHITE,BOTTLE, 32.00,https://vinibianchirossi.com/it/vini-bianchi-vitigni-e-denominazioni-riesling/2198-riesling-trocken-classic-2020-schloss-reinhartshausen.html,2020,RIESLING  Schloss Reinhartshausen ,RIESLING  Schloss Reinhartshausen ,,
WHITE,BOTTLE, 85.00,https://www.vinello.it/erbach-siegelsberg-riesling-schloss-reinhartshausen?sPartner=trovapezzi&utm_source=Trovapezzi&utm_medium=CPC&utm_campaign=Trovapezzi-CPC,2014,RIESLING “SCHLOSSBERG” Schloss Reinhartshausen ,RIESLING “SCHLOSSBERG” Schloss Reinhartshausen ,,
WHITE,BOTTLE, 34.00,https://gemma.wine/carl-koch/,2020,"PINOT NERO ""OPPENHEIMER GULDENMORGEN"" Spätburgunder Trocken Carl Koch  ","PINOT NERO ""OPPENHEIMER GULDENMORGEN"" Spätburgunder Trocken Carl Koch  ",,
WHITE,BOTTLE, 36.00,https://www.vivino.com/IT/it/marcel-deiss-alsace-blanc/w/1185387,2017,ALSACE BLANC Marcel Deiss AOC ,ALSACE BLANC Marcel Deiss AOC ,,
WHITE,BOTTLE, 34.00,https://www.xtrawine.com/it/vini/gerard-neumeyer-riesling-grand-cru-bruderthal-2017/p35122?referrer=trovaprezzi&utm_source=trovaprezzi,2015,RIESLING “LES HOSPICES” Gerard Neumeyer  ,RIESLING “LES HOSPICES” Gerard Neumeyer  ,,
WHITE,BOTTLE, 120.00,https://www.callmewine.com/beaune-champs-pimont-domaine-jacques-prieur-2018-P32570.htm?gclid=Cj0KCQjwz96WBhC8ARIsAATR253m8OANnRFejob4uUQsS061jSTyzuU83LX-ddFG0vSYkPollR1njcgaAkXKEALw_wcB,2015,BEAUNE CHAMPS - PIMONT 1° Crú D. Jacque Prieur   ,BEAUNE CHAMPS - PIMONT 1° Crú D. Jacque Prieur   ,2 - 2017 mattoni | 6 - ,
WHITE,BOTTLE, 89.00,https://www.idealwine.com/fr/acheter-vin/B2110049-61781-1-Bouteille-Beaune-Cuvee-Jules-Maillard-et-Fils-Domaine-2020-Blanc.jsp,2019,BEAUNE CUVEE JULES Domaine Maillard Père et Fils ,BEAUNE CUVEE JULES Domaine Maillard Père et Fils ,,
WHITE,BOTTLE, 49.00,https://www.callmewine.com/pinot-noir-pierre-morey-2019-P37664.htm?gclid=Cj0KCQjwz96WBhC8ARIsAATR252PS6o6QvXJxDTqTnLwvVjoodsZAqONnmQHTPiLVvNdu5RKg8xcsYMaAncOEALw_wcB,2018,BOURGOGNE  Pierre Morey ,BOURGOGNE  Pierre Morey ,Chardonnay,
WHITE,BOTTLE, 99.00,https://www.callmewine.com/bourgogne-rouge-francois-mikulski-2020-P37333.htm,2021,BOURGOGNE Francois Mikulski   Côte d'Or,BOURGOGNE Francois Mikulski   Côte d'Or,3 - 2019,
WHITE,BOTTLE, 72.00,https://www.millesima.it/domaine-henri-boillot-meursault-village-2020.html,2020,BOURGOGNE A MEURSAULT Henri Boillot   ,BOURGOGNE A MEURSAULT Henri Boillot   ,? - 2018 | ? - 2015,
WHITE,BOTTLE, 39.00,https://vinibianchirossi.com/it/vini-bianchi-francesi-borgogna/1517-bourgogne-blanc-cuvee-saint-vincent-2018-vincent-girardin.html,2018,"BOURGOGNE BLANC ""CUVÉE SAINT VINCENT” Vincent Girardin ","BOURGOGNE BLANC ""CUVÉE SAINT VINCENT” Vincent Girardin ",,
WHITE,BOTTLE, 120.00,https://www.callmewine.com/chassagne-montrachet-la-maltroie-fontaine-gagnard-2019-P32575.htm,2016,CHASSAGNE MONTRACHET “LA MALTROIE” 1° Crú D. Fontaine Gagnard ,CHASSAGNE MONTRACHET “LA MALTROIE” 1° Crú D. Fontaine Gagnard ,,
WHITE,BOTTLE, 170.00,https://www.drinksco.it/vino-meursault/domaine-buisson-charles-meursault-les-tessons-2019,2019,MEURSAULT “LES TESSONS”  Buisson Charles ,MEURSAULT “LES TESSONS”  Buisson Charles ,,
WHITE,BOTTLE, 145.00,https://vinibianchirossi.com/it/vini-bianchi-francesi-borgogna/1351-meursault-2018-henri-boillot.html,2020,MEURSAULT Henri Boillot    mattoni,MEURSAULT Henri Boillot    mattoni,3 - 2018 | 3 - 2015,
WHITE,BOTTLE, 245.00,https://www.drinksco.it/vino-meursault-1er-cru/mikulski-meursault-1er-cru-les-poruzots-2017,2017,MEURSAULT “LES PORUZOTS” 1° Crú Francois Mikulski   ,MEURSAULT “LES PORUZOTS” 1° Crú Francois Mikulski   ,1 - 2015 | mattoni,
WHITE,BOTTLE, 190.00,https://www.tannico.it/meursault-charmes-1er-cru-2017-domaine-jobard-morey.html,2019,"MEURSAULT ""CHARMES"" 1° Crú Domaine Jobard-Morey ","MEURSAULT ""CHARMES"" 1° Crú Domaine Jobard-Morey ",,
WHITE,BOTTLE, 168.00,https://www.tannico.it/meursault-poruzot-1er-cru-2018-domaine-jobard-morey.html,2019,"MEURSAULT ""LES PORUZOTS"" 1° Crú Domaine Jobard-Morey ","MEURSAULT ""LES PORUZOTS"" 1° Crú Domaine Jobard-Morey ",,
WHITE,BOTTLE, 140.00,https://www.millesima.it/domaine-henri-boillot-puligny-montrachet-1er-cru-clos-de-la-mouchere-monopole-2019.html,2019,PULIGNY MONTRACHET Henri Boillot ,PULIGNY MONTRACHET Henri Boillot ,,
WHITE,BOTTLE, 160.00,https://www.callmewine.com/puligny-montrachet-etienne-sauzet-2019-P32565.htm?gclid=Cj0KCQjwz96WBhC8ARIsAATR2506nbli-lZNQ_pYzCfkzkpU8m7Mm7fx3M0KR_BvpXR3dsprVJQmif4aArCFEALw_wcB,2015,PULIGNY MONTRACHET “LA GARENNE” 1° Crú E. Sauzet  ,PULIGNY MONTRACHET “LA GARENNE” 1° Crú E. Sauzet  ,mattoni,
WHITE,BOTTLE, 210.00,https://www.callmewine.com/chassagne-montrachet-blanc-morey-coffinet-2019-P31087.htm?gclid=Cj0KCQjwz96WBhC8ARIsAATR250uLK1ZNYkGzlPkQfAfX-5yVVoPBKBCmhFouEFF4kCzCg0WVeHFxqsaAvdWEALw_wcB,2015,CHASSAGNE MONTRACHET “LES CHAUMEES” C. Morey    ,CHASSAGNE MONTRACHET “LES CHAUMEES” C. Morey    ,Cella,
WHITE,BOTTLE, 69.00,https://www.xtrawine.com/it/vini/joseph-drouhin-pouilly-fuisse-2020/p31627?referrer=trovaprezzi&utm_source=trovaprezzi,2020,POUILLY FUISSÈ AOC Joseph Drouhin ,POUILLY FUISSÈ AOC Joseph Drouhin ,,
WHITE,BOTTLE, 69.00,https://www.klwines.com/p/2019-chateau-vitallis-pouilly-fuisse-vieilles-vignes/1536597?searchId=a9f0b21f-8708-4bff-90ef-2821bbb8bd9a&searchServiceName=klwines-prod-productsearch&searchRank=28,2019,POUILLY FUISSÈ AOC Tête de Cru Vieilles Vignes     Château Fuissé ,POUILLY FUISSÈ AOC Tête de Cru Vieilles Vignes     Château Fuissé ,2 - 2017 | 3 -  | mattoni,
WHITE,BOTTLE, 85.00,https://www.drinksco.it/vino-chablis-1er-cru/domaine-buisson-charles-chablis-1er-cru-beauroy-2019,2019,CHABLIS “BEAUROY” 1° Crú Buisson Charles ,CHABLIS “BEAUROY” 1° Crú Buisson Charles ,,
WHITE,BOTTLE, 64.00,https://www.vivino.com/IT/it/domaine-daniel-dampt-et-fils-chablis-premier-cru-les-vaillons/w/1245290?year=2017,2017,CHABLIS “LES VAILLONS” 1° Crú Daniel Dampt & Fils ,CHABLIS “LES VAILLONS” 1° Crú Daniel Dampt & Fils ,,
WHITE,BOTTLE, 56.00,https://www.bernabei.it/chablis-reserve-de-vaudon-joseph-drouhin,2020,CHABLIS “RESERVE DE VAUDON” Joseph Drouhin ,CHABLIS “RESERVE DE VAUDON” Joseph Drouhin ,,
WHITE,BOTTLE, 64.00,https://www.oltrebolla.com/vini-bianchi/641-domaine-servin-chablis-aoc-premier-cru-vaillons.html,2020,CHABLIS “VAILLONS” 1° Crú D. Servin  ,CHABLIS “VAILLONS” 1° Crú D. Servin  ,3 - 2018,
WHITE,BOTTLE, 59.00,https://www.tannico.it/chablis-terroir-de-la-chapelle-2020-patrick-piuze.html?utm_source=aw-it-pmax-noproducts&utm_medium=cpc&utm_campaign=aw-it-pmax-noproducts&nol=true&ep=true&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRr6AuMxOlpjIIdPyywfRFp0lZOdpsO0q5G1YXHPudsSIV3EkXIrWB0aAuIXEALw_wcB,2021,CHABLIS “TERROIR DE LA CHAPELLE” Patrick Puize ,CHABLIS “TERROIR DE LA CHAPELLE” Patrick Puize ,,
WHITE,BOTTLE, 80.00,https://www.vivino.com/IT/it/patrick-piuze-terroir-de-courgis-chablis/w/2023640?year=2014,2014,CHABLIS “TERROIR DE COURGIS” Patrick Puize  ,CHABLIS “TERROIR DE COURGIS” Patrick Puize  ,,
WHITE,BOTTLE, 56.00,https://www.vinatis.it/id-53220-geyser-jurancon-sec-2021-domaine-cauhape,2011,"JURANCON SEC ""LA CANOPÈE"" Damaine Cauhapè ","JURANCON SEC ""LA CANOPÈE"" Damaine Cauhapè ",,
WHITE,BOTTLE, 56.00,https://www.callmewine.com/pouilly-faume-em-alphonse-mellot-2018-P23925.htm,2018,POUILLY FUME’ Alphonse Mellot ,POUILLY FUME’ Alphonse Mellot ,,
WHITE,BOTTLE, 140.00,https://www.drinksco.it/vino-pouilly-fume/didier-dagueneau-pouilly-fume-cuvee-buisson-renard-2014-ov,2014,POUILLY FUME’ “BUISSON RENARD” D. Dauguenau   ,POUILLY FUME’ “BUISSON RENARD” D. Dauguenau   ,mattoni,
WHITE,BOTTLE, 56.00,https://www.callmewine.com/sancerre-domaine-vacheron-2020-P33428.htm,2020,SANCERRE D. Vacheron & Fils   ,SANCERRE D. Vacheron & Fils   ,2 - 2019 | 3 - 2012,
WHITE,BOTTLE, 56.00,https://www.xtrawine.com/it/vini/de-ladoucette-grand-cuvee-sancerre-blanc-comte-lafond-2019/p31608,2019,SANCERRE “COMTE LAFOND” De Ladoucette  ,SANCERRE “COMTE LAFOND” De Ladoucette  ,,
WHITE,BOTTLE, 62.00,https://www.vinatis.it/id-45034-la-moussiere-2020-alphonse-mellot,2020,SANCERRE “LA MOUSSIÈRE” Alphonse Mellot   ,SANCERRE “LA MOUSSIÈRE” Alphonse Mellot   ,3 - 2015,
WHITE,BOTTLE, 140.00,https://www.vivino.com/IT/it/mas-de-daumas-gassac-blanc/w/1772933?year=2017,2017,GASSAC BLANC  Mas de Daumas Gassac St Guilhem-le-Désert Cité d’ariane IGP ,GASSAC BLANC  Mas de Daumas Gassac St Guilhem-le-Désert Cité d’ariane IGP ,"VIOGNIER, PETIT MANSENG, CHARDONNAY, ALTRI",
WHITE,BOTTLE, 140.00,https://passionevino.net/mas-de-daumas-gassac/mas-de-daumas-gassac-blanc-2020,2020,GASSAC BLANC  Mas de Daumas Gassac St Guilhem-le-Désert Cité d’ariane IGP  ,GASSAC BLANC  Mas de Daumas Gassac St Guilhem-le-Désert Cité d’ariane IGP  ,"VIOGNIER, PETIT MANSENG, CHARDONNAY, ALTRI | mattoni",
RED,BOTTLE, 52.00,https://www.tannico.it/bourgogne-pinot-noir-aoc-joseph-faiveley-2020-domaine-faiveley.html,2020,BOURGOGNE Domaine J. Faiveley Pinot Noir ,BOURGOGNE Domaine J. Faiveley Pinot Noir ,,
RED,BOTTLE, 56.00,https://www.vivino.com/IT/it/domaine-nicole-lamarche-bourgogne-rouge/w/98191,2020,BOURGOGNE Domaine Lamarche Rouge  ,BOURGOGNE Domaine Lamarche Rouge  ,4 - 2019,
RED,BOTTLE, 49.00,https://www.tannico.it/bourgogne-pinot-noir-2019-domaine-maillard.html,2021,BOURGOGNE Domaine Maillard Pinot Noir ,BOURGOGNE Domaine Maillard Pinot Noir ,,
RED,BOTTLE, 42.00,https://www.vinatis.it/id-50707-bourgogne-pinot-noir-couvent-des-jacobins-louis-jadot?r=googlemerchant_it&ids=pmax-vin&gclid=Cj0KCQjwz96WBhC8ARIsAATR251GOQvsH-McBIHiYNYdCpCN6HUa1BKN6-o1kGc3VYGD7cXrr8ZODrAaAuWTEALw_wcB,2019,BOURGOGNE Louis Jadot Pinot Noir ,BOURGOGNE Louis Jadot Pinot Noir ,,
RED,BOTTLE, 99.00,https://www.callmewine.com/bourgogne-rouge-francois-mikulski-2020-P37333.htm,2021,BOURGOGNE Francois Mikulski  ,BOURGOGNE Francois Mikulski  ,3 - 2019,
RED,BOTTLE, 69.00,https://www.vivino.com/IT/it/domaine-nicole-lamarche-bourgogne-hautes-cotes-de-nuits/w/1862943?year=2017,2020,BOURGOGNE COTÊ DE NUITS Domaine Lamarche Rouge  ,BOURGOGNE COTÊ DE NUITS Domaine Lamarche Rouge  ,3 - 2019,
RED,BOTTLE, 240.00,https://www.drinksco.it/vino-clos-vougeot/domaine-francois-lamarche-clos-de-vougeot-grand-cru-2017,2016,CLOS DE VOUGEOT Grand Crú D. Francois Lamarche  ,CLOS DE VOUGEOT Grand Crú D. Francois Lamarche  ,,
RED,BOTTLE, 345.00,https://www.callmewine.com/clos-de-vougeot-grand-cru-jacques-prieur-2018-P30214.htm?gclid=Cj0KCQjwz96WBhC8ARIsAATR251nTTxTwPBToURbJLz8XLozfn_6i_QIpdgn1zm844IAbLNbRPSYQqoaAmEHEALw_wcB,2015,CLOS DE VOUGEOT Grand Crú D. Jacques Prieur  ,CLOS DE VOUGEOT Grand Crú D. Jacques Prieur  ,,
RED,BOTTLE, 99.00,https://www.fermento24.com/products/les-vignottes-cote-de-nuits-village-2016-jean-jacques-confuron?variant=39636128268359&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gclid=Cj0KCQjwz96WBhC8ARIsAATR251Dj9eHmCe7zrR5eoM1z5kDYPLlgSbxqmBFwTgrUCLySmd5DAmxKm8aAsDIEALw_wcB,2018,COTE DE NUITS Village “LE VIGNOTTES” J.J. Confuron  ,COTE DE NUITS Village “LE VIGNOTTES” J.J. Confuron  ,9 - 2017,
RED,BOTTLE, 599.00,https://www.tannico.it/echezeaux-grand-cru-2017-domaine-julien-gerard-fils.html,2020,ECHEZEAUX Grand Cru Domaine Julien ,ECHEZEAUX Grand Cru Domaine Julien ,,
RED,BOTTLE, 249.00,https://passionevino.net/gevrey-chambertin-2019,2019,GEVREY CHAMBERTIN “AUX COMBOTTES” 1° Crú D. Arlaud  ,GEVREY CHAMBERTIN “AUX COMBOTTES” 1° Crú D. Arlaud  ,2 - 2018,
RED,BOTTLE, 69.00,https://www.xtrawine.com/it/vini/olivier-guyot-marsannay-la-montagne-2016/p27123?referrer=trovaprezzi&utm_source=trovaprezzi,2017,MARSANNAY Village “VIEILLES VIGNES” Olivier Guyot  ,MARSANNAY Village “VIEILLES VIGNES” Olivier Guyot  ,2 - 2015,
RED,BOTTLE, 190.00,https://www.vivino.com/IT/it/alain-michelot-nuits-saint-georges-1er-cru-les-cailles/w/1671890,2017,NUITS St. GEORGES “LES CAILLES” 1° Crú  Alain Michelot     ,NUITS St. GEORGES “LES CAILLES” 1° Crú  Alain Michelot     ,3 -  | 1- 2015 | 2 - 2018,
RED,BOTTLE, 140.00,https://www.tannico.it/nuits-saint-georges-2019-domaine-julien-gerard-fils.html?utm_source=aw-it-shopping-topmargin&utm_medium=cpc&utm_campaign=aw-it-shopping-topmargin&nol=true&ep=true&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRrxo-gHOPt11-xMs_b-I0VagCE23-DBPySnxB-MJfhFeUIKe4QIidQaAnNiEALw_wcB,2020,NUITS St. GEORGES Domaine Julien ,NUITS St. GEORGES Domaine Julien ,,
RED,BOTTLE, 1.075.00,https://www.drinksco.it/vino-nuits-saint-georges/domaine-arnoux-lachaux-nuits-saint-georges-2018,2018,NUITS St. GEORGES Arnoux Lachaux ,NUITS St. GEORGES Arnoux Lachaux ,,
RED,BOTTLE, 800.00,https://www.vivino.com/IT/it/domaine-arnoux-lachaux-vosne-romanee/w/1209897?year=2013,2013,VOSNE ROMANEE Arnoux Lachaux  ,VOSNE ROMANEE Arnoux Lachaux  ,mattoni,
RED,BOTTLE, 130.00,https://grandcruwines.com.au/product/2017-domaine-jacques-prieur-beaune-champs-pimont-1er-cru/,2017,"BEAUNE 1° Crú ""CHAMPS PIMONT"" D. Jacque Prieur  ","BEAUNE 1° Crú ""CHAMPS PIMONT"" D. Jacque Prieur  ",2 mattoni,
RED,BOTTLE, 99.00,https://www.borgognamonamour.it/it/beaune/205-Beaune_1er_cru_Les_Cent_Vignes_2012_De_Croix.html,2012,BEAUNE 1° Crú “LES CENT VIGNES” Albert Morot  ,BEAUNE 1° Crú “LES CENT VIGNES” Albert Morot  ,,
RED,BOTTLE, 80.00,https://www.tannico.it/beaune-1er-cru-vieilles-vignes-2012-dominique-laurent.html,2012,BEAUNE 1° Crú “VIEILLES VIGNES” Dominique Laurent ,BEAUNE 1° Crú “VIEILLES VIGNES” Dominique Laurent ,,
RED,BOTTLE, 230.00,http://www.cuzziolgrandivini.it/tpl-stampa.php?s=9&codice=83715,2018,"POMMARD ""CLOS BLANC"" 1er Crú Henri Boillot ","POMMARD ""CLOS BLANC"" 1er Crú Henri Boillot ",,
RED,BOTTLE, 105.00,https://www.tannico.it/pommard-vieilles-vignes-2017-vincent-girardin.html,2017,"POMMARD ""VIEILLES VIGNES” Vincent Girardin ","POMMARD ""VIEILLES VIGNES” Vincent Girardin ",,
RED,BOTTLE, 85.00,https://enotecaterruli.it/prodotto/pommard-2013-philippe-bergeret/,2016,POMMARD Village Bergeret Philippe ,POMMARD Village Bergeret Philippe ,,
RED,BOTTLE, 59.00,https://www.callmewine.com/santenay-vieilles-vignes-vincent-girardin-2017-P27240.htm,2017,"SANTENAY ""VIEILLES VIGNES” Vincent Girardin  ","SANTENAY ""VIEILLES VIGNES” Vincent Girardin  ",,
RED,BOTTLE, 69.00,https://www.vivino.com/IT/it/domaine-maillard-pere-and-fils-savigny-les-beaune/w/1220062,2018,"SAVIGNY ""LES BEAUNE ROUGE"" Domaine Maillard ","SAVIGNY ""LES BEAUNE ROUGE"" Domaine Maillard ",,
RED,BOTTLE, 65.00,https://www.tannico.it/savigny-les-beaune-vieilles-vignes-2017-vincent-girardin.html,2017,"SAVIGNY ""LES BEAUNE VIEILLES VIGNES” Vincent Girardin  Savigny-Les-Beaune AOC","SAVIGNY ""LES BEAUNE VIEILLES VIGNES” Vincent Girardin  Savigny-Les-Beaune AOC",,
RED,BOTTLE, 120.00,http://www.cuzziolgrandivini.it/tpl-stampa.php?s=9&codice=83701,2013,VOLNAY a Meursault Henri Boillot  ,VOLNAY a Meursault Henri Boillot  ,,
RED,BOTTLE, 196.00,http://www.cuzziolgrandivini.it/tpl-stampa.php?s=9&codice=83715,2018,"VOLNAY ""LES FRÉMIETS"" 1° Crú Henri Boillot ","VOLNAY ""LES FRÉMIETS"" 1° Crú Henri Boillot ",,
RED,BOTTLE, 220.00,https://www.drinksco.it/vino-volnay-1er-cru/domaine-buisson-charles-volnay-1er-cru-champans-2017,2017,"VOLNAY ""SANTENOTS"" 1° Crú Buisson Charles ","VOLNAY ""SANTENOTS"" 1° Crú Buisson Charles ",,
RED,BOTTLE, 220.00,https://www.drinksco.it/vino-volnay-1er-cru/domaine-jacques-prieur-volnay-1er-cru-clos-des-santenots-monopole-2018,2018,VOLNAY “SANTENOTS” 1° Crú D. Jacques Prieur  ,VOLNAY “SANTENOTS” 1° Crú D. Jacques Prieur  ,1 - 2015,
RED,BOTTLE, 230.00,https://www.callmewine.com/volnay-santenots-milieu-mikulski-2020-P38065.htm,2016,VOLNAY “SANTENOTS DU MILIEU” Francois Mikulski  ,VOLNAY “SANTENOTS DU MILIEU” Francois Mikulski  ,1- 2015,
RED,BOTTLE, 230.00,https://www.callmewine.com/volnay-santenots-milieu-mikulski-2020-P38065.htm,2017,VOLNAY “SANTENOTS DU MILIEU” Francois Mikulski ,VOLNAY “SANTENOTS DU MILIEU” Francois Mikulski ,,
RED,BOTTLE, 230.00,https://www.callmewine.com/volnay-santenots-milieu-mikulski-2020-P38065.htm,2020,VOLNAY “SANTENOTS DU MILIEU” Francois Mikulski ,VOLNAY “SANTENOTS DU MILIEU” Francois Mikulski ,,
RED,BOTTLE, 54.00,https://www.xtrawine.com/it/vini/joseph-drouhin-vosne-romanee-2019/p32607?referrer=trovaprezzi&utm_source=trovaprezzi,2018,RULLY ROUGE Joseph Drouhin ,RULLY ROUGE Joseph Drouhin ,,
RED,BOTTLE, 45.00,https://www.drinksco.it/vino-brouilly/chateau-thivin-les-7-vignes-2019?opinions,2020,"COTE DE BROUILLY ""LES 7 VIGNES"" Chateau Thivin  ","COTE DE BROUILLY ""LES 7 VIGNES"" Chateau Thivin  ",  - 2019,
RED,BOTTLE, 55.00,http://www.moonimport.it/saint-george-st-emilion-ch%C3%A2teau-calon,2010,CHATEAU CALON St Georges - St Emilion  Jean Noel Boidron Château Calon Ségur   ,CHATEAU CALON St Georges - St Emilion  Jean Noel Boidron Château Calon Ségur   ,"C. SAUVIGNON, C. FRANC, MERLOT, MALBEC",
RED,BOTTLE, 78.00,,2011,CHÀTEAU DE PETIT VILLAGE  Pessac Leognan Gran Vin de Graves  ????,CHÀTEAU DE PETIT VILLAGE  Pessac Leognan Gran Vin de Graves  ????,MERLOT,
RED,BOTTLE, 69.00,https://www.xtrawine.com/it/vini/grand-barrail-lamarzelle-figeac-saint-emilion-grand-cru-2011/p8886,2011,CHÀTEAU GRAND BARRAIL  La Marzelle Figeac Grand Crú Saint Emilion  ,CHÀTEAU GRAND BARRAIL  La Marzelle Figeac Grand Crú Saint Emilion  ,"MERLOT, CABERNET FRANC",
RED,BOTTLE, 69.00,https://www.xtrawine.com/it/vini/grand-barrail-lamarzelle-figeac-saint-emilion-grand-cru-2011/p8886,2015,CHÀTEAU GRAND BARRAIL  La Marzelle Figeac Grand Crú Saint Emilion  ,CHÀTEAU GRAND BARRAIL  La Marzelle Figeac Grand Crú Saint Emilion  ,"MERLOT, CABERNET FRANC",
RED,BOTTLE, 69.00,https://www.xtrawine.com/it/vini/grand-barrail-lamarzelle-figeac-saint-emilion-grand-cru-2011/p8886,2016,CHÀTEAU GRAND BARRAIL  La Marzelle Figeac Grand Crú Saint Emilion ,CHÀTEAU GRAND BARRAIL  La Marzelle Figeac Grand Crú Saint Emilion ,"MERLOT, CABERNET FRANC",
RED,BOTTLE, 36.00,https://enotic.it/vini/rossi/chateau-greysac-medoc-2010/,2010,CHÀTEAU GREYSAC  Medoc  ,CHÀTEAU GREYSAC  Medoc  ,CABERNET SAUVIGNON,
RED,BOTTLE, 66.00,https://lovin49.it/products/bordeaux-graves-pessac-leognan-aoc-2015-chateau-la-louviere,2017,CHÀTEAU LA GARDE  Pessac Leognan Gran Vin de Graves  ,CHÀTEAU LA GARDE  Pessac Leognan Gran Vin de Graves  ,"CABERNET SAUVIGNON, MERLOT | 2 - 2015",
RED,BOTTLE, 55.00,https://www.millesima.it/chateau-marsau-2015.html,2016,CHATEAU MARSAU  Côtes de Francs   ,CHATEAU MARSAU  Côtes de Francs   ,MERLOT | 3 - 2015,
RED,BOTTLE, 36.00,https://www.vivino.com/IT/it/chateau-pey-la-tour-reserve-du-chateau-bordeaux-superieur/w/1915501?year=2013,2013,CHATEAU PAYS LA TOUR  Reserve du Chàteau Bordeaux Superieur  ,CHATEAU PAYS LA TOUR  Reserve du Chàteau Bordeaux Superieur  ,"CABERNET SAUVIGNON, MERLOT, PETIT VERDOT",
RED,BOTTLE, 36.00,https://www.vivino.com/IT/it/chateau-pey-la-tour-reserve-du-chateau-bordeaux-superieur/w/1915501?year=2013,2016,CHATEAU PAYS LA TOUR   Reserve du Chàteau Bordeaux Superieur 2015 ,CHATEAU PAYS LA TOUR   Reserve du Chàteau Bordeaux Superieur 2015 ,"CABERNET SAUVIGNON, MERLOT, PETIT VERDOT | 6 - ",
RED,BOTTLE, 42.00,https://www.tannico.it/saint-nicolas-de-bourgueil-racines-2014-frederic-mabileau.html,2013,FREDERIC MABILEAU  Racines Bourgueil  ,FREDERIC MABILEAU  Racines Bourgueil  ,CABERNET FRANC,
RED,BOTTLE, 42.00,https://www.tannico.it/saint-nicolas-de-bourgueil-racines-2014-frederic-mabileau.html,2014,FREDERIC MABILEAU  Racines Bourgueil  ,FREDERIC MABILEAU  Racines Bourgueil  ,CABERNET FRANC,
RED,BOTTLE, 350.00,https://www.enotecapirovano.com/it/vini-rossi/4308-ambonnay-rouge-vieilles-vignes-2018-75-cl-egly-ouriet.html,2013,AMBONNAY ROUGE  Egly Ouriet  ,AMBONNAY ROUGE  Egly Ouriet  , PINOT NOIR,
RED,BOTTLE, 350.00,https://www.enotecapirovano.com/it/vini-rossi/4308-ambonnay-rouge-vieilles-vignes-2018-75-cl-egly-ouriet.html,2015,AMBONNAY ROUGE  Egly Ouriet  ,AMBONNAY ROUGE  Egly Ouriet  , PINOT NOIR,
RED,BOTTLE, 350.00,https://www.enotecapirovano.com/it/vini-rossi/4308-ambonnay-rouge-vieilles-vignes-2018-75-cl-egly-ouriet.html,2018,AMBONNAY ROUGE  Egly Ouriet ,AMBONNAY ROUGE  Egly Ouriet , PINOT NOIR,
