external_id,full_details,type,quantity,internal_notes,price
v.26.2015.c,"Prà, Soave Classico Monte Grande, 2015, 1500 ml",WHITE,1,30,80
v.21.2015.b,"Prà, Valpolicella Morandina, 2015, 750 ml",RED,1,10,50
v.8466.1999.b,"Praesidium, Montepulciano d'Abruzzo Riserva, 1999, 750 ml",RED,1,40,130
v.14664.2016.b,"Prager, Riesling Federspiel Steinriegl, 2016, 750 ml",WHITE,1,10,45
v.83032.2013.b,"Pravis, Pinot grigio Ramato Polin, 2013, 750 ml",WHITE,3,9,42
v.3604.2009.b,"Primosic, Collio Riserva Klin, 2009, 750 ml",WHITE,1,10,55
v.15850.2002.b,"Principi di Butera, Nero d'Avola, 2002, 750 ml",RED,2,10,42
v.15635.1998.b,"Principi di Spadafora, Cabernet sauvignon Schietto, 1998, 750 ml",RED,1,17,50
v.61711.1999.b,"Principi di Spadafora, Don Pietro Rosso, 1999, 750 ml",RED,1,18,50
v.76309.2000.b,"Principi di Spadafora, Sole dei Padri, 2000, 750 ml",RED,3,20,70
v.7310.1999.b,"Produttori del Barbaresco, Barbaresco Riserva Pora, 1999, 750 ml",RED,1,40,145
v.9889.2000.b,"Produttori del Barbaresco, Barbaresco, 2000, 750 ml",RED,1,17,85
v.9889.2018.b,"Produttori del Barbaresco, Barbaresco, 2018, 750 ml",RED,1,10,60
v.864.1998.b,"Produttori San Michele Appiano, Chardonnay Sanct Valentin, 1998, 750 ml",WHITE,1,25,100
v.864.1999.b,"Produttori San Michele Appiano, Chardonnay Sanct Valentin, 1999, 750 ml",WHITE,1,25,100
v.864.2000.b,"Produttori San Michele Appiano, Chardonnay Sanct Valentin, 2000, 750 ml",WHITE,2,16,90
v.864.2005.b,"Produttori San Michele Appiano, Chardonnay Sanct Valentin, 2005, 750 ml",WHITE,2,15,82
v.867.2003.b,"Produttori San Michele Appiano, Gewürztraminer Sanct Valentin, 2003, 750 ml",WHITE,2,15,80
v.867.2005.b,"Produttori San Michele Appiano, Gewürztraminer Sanct Valentin, 2005, 750 ml",WHITE,1,10,55
v.867.2006.b,"Produttori San Michele Appiano, Gewürztraminer Sanct Valentin, 2006, 750 ml",WHITE,1,13,70
v.867.2012.b,"Produttori San Michele Appiano, Gewürztraminer Sanct Valentin, 2012, 750 ml",WHITE,1,10,55
v.863.2005.b,"Produttori San Michele Appiano, Pinot bianco Sanct Valentin, 2005, 750 ml",WHITE,1,13,70
v.13936.1999.b,"Produttori San Michele Appiano, Pinot bianco Schulthauser, 1999, 750 ml",WHITE,1,10,50
v.865.1999.b,"Produttori San Michele Appiano, Pinot grigio Sanct Valentin, 1999, 750 ml",WHITE,1,15,58
v.865.2001.b,"Produttori San Michele Appiano, Pinot grigio Sanct Valentin, 2001, 750 ml",WHITE,2,9,52
v.865.2003.b,"Produttori San Michele Appiano, Pinot grigio Sanct Valentin, 2003, 750 ml",WHITE,2,9,50
v.13937.2000.b,"Produttori San Michele Appiano, Riesling Montiggl, 2000, 750 ml",WHITE,2,9,48
v.866.2004.b,"Produttori San Michele Appiano, Sauvignon Sanct Valentin, 2004, 750 ml",WHITE,1,20,85
v.866.2006.b,"Produttori San Michele Appiano, Sauvignon Sanct Valentin, 2006, 750 ml",WHITE,2,15,80
v.866.2014.b,"Produttori San Michele Appiano, Sauvignon Sanct Valentin, 2014, 750 ml",WHITE,1,10,50
v.60538.2007.b,"Protos, Rueda Verdejo, 2007, 750 ml",WHITE,3,12,60
v.4333.1997.b,"Providence, Matakana, 1997, 750 ml",RED,3,90,250
v.6942.2014.c,"Prunotto, Nebbiolo d'Alba Occhetti, 2014, 1500 ml",RED,1,10,80
v.8736.2008.b,"Punica, Barrua, 2008, 750 ml",RED,2,13,50
v.32980.2013.b,"Putzenhof, Kerner, 2013, 750 ml",WHITE,3,12,45
v.17870.2004.b,"Puzelat-Bonhomme, Touraine Blanc La Tesnière, 2004, 750 ml",WHITE,2,42,160
v.16536.2015.b,"Quartomoro, BVL, 2015, 750 ml",RED,3,8,36
v.15719.2009.b,"Quartomoro, Vermentino di Gallura Un anno dopo Òrriu, 2009, 750 ml",WHITE,3,10,42
v.1191.2012.b,"Quartomoro, Vermentino di Gallura, 2012, 750 ml",WHITE,2,10,42
v.391.2006.b,"Querciabella, Chianti Classico Querciabella, 2006, 750 ml",RED,1,10,45
v.50.1995.b,"Quintarelli, Amarone della Valpolicella Classico Superiore, 1995, 750 ml",RED,1,280,780
v.50.2004.b,"Quintarelli, Amarone della Valpolicella Classico, 2004, 750 ml",RED,1,150,500
v.50.2009.b,"Quintarelli, Amarone della Valpolicella Classico, 2009, 750 ml",RED,2,110,400
v.54.2008.b,"Quintarelli, Rosso del Bepi, 2008, 750 ml",RED,1,60,220
v.53.2006.b,"Quintarelli, Valpolicella Classico Superiore, 2006, 750 ml",RED,2,50,200
v.53.2010.b,"Quintarelli, Valpolicella Classico Superiore, 2010, 750 ml",RED,1,38,140
v.5337.2014.b,"Quintodecimo, Aglianico Terra d'Eclano, 2014, 750 ml",RED,1,12,60
v.7210.2015.b,"Quintodecimo, Falanghina Via del Campo, 2015, 750 ml",WHITE,2,19,72
v.1158.1997.b,"Radikon, Merlot, 1997, 750 ml",RED,1,40,180
v.1158.1999.o,"Radikon, Merlot, 1999, 1000 ml",RED,2,25,150
v.1158.2000.o,"Radikon, Merlot, 2000, 1000 ml",RED,3,38,160
v.1158.2006.o,"Radikon, Merlot, 2006, 1000 ml",RED,1,30,140
v.1158.2007.m,"Radikon, Merlot, 2007, 500 ml",RED,1,10,70
v.34331.2014.b,"Radoar, Müller Thurgau Etza, 2014, 750 ml",WHITE,2,10,50
v.62288.2005.b,"Reichsrat von Buhl, Riesling Spätlese Forster Ungeheuer, 2005, 750 ml",WHITE,1,10,62
v.14106.1995.b,"Remelluri, Rioja Reserva, 1995, 750 ml",RED,1,15,65
v.8540.2013.b,"Renato Ratti, Barolo Rocche dell'Annunziata, 2013, 750 ml",RED,5,20,120
v.11685.2020.b,"Renato Ratti, Langhe Dolcetto Colombè, 2020, 750 ml",RED,2,10,55
v.4906.1999.b,"René Barbier, Clos Mogador, 1999, 750 ml",RED,1,40,150
v.18055.2011.b,"Renzo Seghesio, Barolo, 2011, 750 ml",RED,4,13,70
v.81305.2016.b,"Reverdy-Ducroux, Sancerre Les Vignes Silex, 2016, 750 ml",WHITE,4,10,50
v.724.1997.b,"Ricasoli, Chianti Classico Castello di Brolio, 1997, 750 ml",RED,2,15,60
v.50967.2000.b,"Richard Leroy, Anjou Les Noëls de Montbenault, 2000, 750 ml",WHITE,2,100,300
v.3661.1997.b,"Roagna I Paglieri, Barolo La Rocca e la Pira, 1997, 750 ml",RED,3,110,330
v.84700.2004.b,"Robert Arnoux, Nuits-Saint-Georges Clos des Corvées Pagets 1er Cru, 2004, 750 ml",RED,6,40,150
v.10110.2015.c,"Roberto Picech, Collio Friulano Athena, 2015, 1500 ml",WHITE,2,10,65
v.10133.2007.b,"Roberto Picech, Collio Jelka Bianco, 2007, 750 ml",WHITE,3,10,60
v.4013.2007.c,"Roberto Picech, Collio Riserva Ruben, 2007, 1500 ml",RED,2,20,100
v.57542.2017.b,"Roberto Tami, Colli Orientali del Friuli Riserva Podere dei Ronchi, 2017, 750 ml",WHITE,3,8,36
v.57542.2019.b,"Roberto Tami, Colli Orientali del Friuli Riserva Podere dei Ronchi, 2019, 750 ml",WHITE,18,9,35
v.79357.2020.b,"Rocca Bernarda, Refosco dal peduncolo rosso, 2020, 750 ml",RED,2,7,40
v.37301.1990.b,"Rocca delle Macìe, Chianti Classico Famiglia Zingarelli, 1990, 750 ml",RED,1,70,340
v.73.2008.b,"Roccolo Grassi, Soave La Broia, 2008, 750 ml",WHITE,3,10,52
v.71.2003.b,"Roccolo Grassi, Valpolicella Superiore, 2003, 750 ml",RED,2,16,72
v.698.1996.b,"Romano Dal Forno, Amarone della Valpolicella, 1996, 750 ml",RED,2,220,850
v.698.2001.b,"Romano Dal Forno, Amarone della Valpolicella, 2001, 750 ml",RED,2,200,780
v.79448.2006.b,"Ronc di Vico, Colli Orientali del Friuli Titut Blanc, 2006, 750 ml",WHITE,1,10,55
v.79448.2011.b,"Ronc di Vico, Colli Orientali del Friuli Titut Blanc, 2011, 750 ml",WHITE,4,10,45
v.8054.2006.b,"Ronc di Vico, Merlot Titut Ros, 2006, 750 ml",RED,1,10,55
v.8054.2009.b,"Ronc di Vico, Merlot Titut Ros, 2009, 750 ml",RED,2,10,45
v.8053.2010.b,"Ronc di Vico, Merlot Vicorosso, 2010, 750 ml",RED,1,10,45
v.8055.2009.b,"Ronc di Vico, Refosco, 2009, 750 ml",RED,2,10,55
v.8055.2013.b,"Ronc di Vico, Refosco, 2013, 750 ml",RED,3,10,50
v.60412.2019.b,"Ronc Platát, Collio Chardonnay, 2019, 750 ml",WHITE,3,13,45
v.60412.2020.b,"Ronc Platát, Collio Chardonnay, 2020, 750 ml",WHITE,9,13,45
v.7161.2014.b,"Ronchi di Cialla, Schioppettino, 2014, 750 ml",RED,2,12,55
v.52803.2018.b,"Ronchi di Manzano, Friulano, 2018, 750 ml",WHITE,3,11,45
v.6378.1999.b,"Ronchi di Manzano, Merlot Ronc di Subule, 1999, 750 ml",RED,1,10,60
v.54173.2016.b,"Ronchi di Manzano, Pignolo di Rosazzo, 2016, 750 ml",RED,2,9,45
v.12343.2011.b,"Ronco dei Tassi, Collio Fosarin, 2011, 750 ml",WHITE,3,8,45
v.3587.1996.b,"Ronco dei Tassi, Collio Friulano, 1996, 750 ml",WHITE,1,8,55
v.8237.2001.b,"Ronco del Gelso, Friulano Toc Bas, 2001, 750 ml",WHITE,3,10,58
v.8237.2002.b,"Ronco del Gelso, Friulano Toc Bas, 2002, 750 ml",WHITE,3,14,55
v.8237.2013.b,"Ronco del Gelso, Friulano Toc Bas, 2013, 750 ml",WHITE,2,10,45
v.53733.1995.b,"Ronco del Gelso, Merlot, 1995, 750 ml",RED,1,14,55
v.82741.2000.b,"Ronco del Gelso, Pinot bianco, 2000, 750 ml",WHITE,3,10,50
v.82740.2010.b,"Ronco del Gelso, Sauvignon, 2010, 750 ml",WHITE,2,10,55
v.13507.2017.b,"Ronco del Gnemiz, Chardonnay Ronco Basso, 2017, 750 ml",WHITE,3,15,77
v.12306.2004.b,"Ronco del Gnemiz, Chardonnay Sol, 2004, 750 ml",WHITE,1,10,82
v.12306.2018.b,"Ronco del Gnemiz, Chardonnay Sol, 2018, 750 ml",WHITE,1,12,65
v.4783.2002.c,"Ronco del Gnemiz, Chardonnay, 2002, 1500 ml",WHITE,1,20,120
v.4870.2006.c,"Ronco del Gnemiz, Friulano San Zuan, 2006, 1500 ml",WHITE,1,35,170
v.4870.2018.b,"Ronco del Gnemiz, Friulano San Zuan, 2018, 750 ml",WHITE,4,15,60
v.44223.1997.b,"Ronco del Gnemiz, Friulano, 1997, 750 ml",WHITE,1,19,90
v.44223.2002.b,"Ronco del Gnemiz, Friulano, 2002, 750 ml",WHITE,1,16,75
v.13287.1999.b,"Ronco del Gnemiz, Merlot Sol, 1999, 750 ml",RED,1,18,80
v.5372.1993.b,"Ronco del Gnemiz, Rosso del Gnemiz, 1993, 750 ml",RED,1,20,100
v.5372.1994.b,"Ronco del Gnemiz, Rosso del Gnemiz, 1994, 750 ml",RED,1,20,100
v.5372.1997.b,"Ronco del Gnemiz, Rosso del Gnemiz, 1997, 750 ml",RED,2,22,100
v.5372.1999.b,"Ronco del Gnemiz, Rosso del Gnemiz, 1999, 750 ml",RED,2,20,90
v.5372.2000.b,"Ronco del Gnemiz, Rosso del Gnemiz, 2000, 750 ml",RED,1,18,90
v.5372.2001.b,"Ronco del Gnemiz, Rosso del Gnemiz, 2001, 750 ml",RED,4,18,80
v.5372.2007.b,"Ronco del Gnemiz, Rosso del Gnemiz, 2007, 750 ml",RED,1,19,75
v.5372.2008.b,"Ronco del Gnemiz, Rosso del Gnemiz, 2008, 750 ml",RED,4,19,75
v.13969.2013.b,"Ronco del Gnemiz, Rosso Pupillo, 2013, 750 ml",RED,3,10,50
v.12321.2007.b,"Ronco del Gnemiz, Sauvignon Peri, 2007, 750 ml",WHITE,2,18,90
v.12321.2011.b,"Ronco del Gnemiz, Sauvignon Peri, 2011, 750 ml",WHITE,1,16,75
v.12321.2017.b,"Ronco del Gnemiz, Sauvignon Peri, 2017, 750 ml",WHITE,4,14,65
v.12321.2018.b,"Ronco del Gnemiz, Sauvignon Peri, 2018, 750 ml",WHITE,3,12,60
v.5374.2003.b,"Ronco del Gnemiz, Sauvignon Sol, 2003, 750 ml",WHITE,1,18,75
v.5374.2004.b,"Ronco del Gnemiz, Sauvignon Sol, 2004, 750 ml",WHITE,1,15,82
v.4784.2014.b,"Ronco del Gnemiz, Sauvignon, 2014, 750 ml",WHITE,3,10,50
v.17956.1990.b,"Ronco del Gnemiz, Schioppettino, 1990, 750 ml",RED,1,10,70
v.17956.1994.b,"Ronco del Gnemiz, Schioppettino, 1994, 750 ml",RED,1,10,60
v.17956.2006.b,"Ronco del Gnemiz, Schioppettino, 2006, 750 ml",RED,5,10,50
v.5007.2016.b,"Ronco Severo, Refosco dal peduncolo rosso, 2016, 750 ml",RED,6,9,45
v.1330.2003.b,"Roncùs, Collio Vecchie Vigne, 2003, 750 ml",WHITE,2,11,60
v.1330.2006.b,"Roncùs, Collio Vecchie Vigne, 2006, 750 ml",WHITE,1,10,50
v.1330.2012.b,"Roncùs, Collio Vecchie Vigne, 2012, 750 ml",WHITE,4,10,48
v.1330.2013.b,"Roncùs, Collio Vecchie Vigne, 2013, 750 ml",WHITE,3,10,45
v.5009.2013.b,"Roncùs, Isonzo Friulano, 2013, 750 ml",WHITE,2,9,45
v.45040.2018.b,"Roncùs, Malvasia, 2018, 750 ml",WHITE,4,9,45
v.1331.2013.b,"Roncùs, Merlot, 2013, 750 ml",RED,1,10,45
v.5011.1999.b,"Roncùs, Pinot bianco, 1999, 750 ml",WHITE,5,12,60
v.5011.2013.b,"Roncùs, Pinot bianco, 2013, 750 ml",WHITE,3,10,45
v.12985.2014.b,"Roncùs, Pinot nero Solisterrae, 2014, 750 ml",RED,4,11,55
v.5012.2013.b,"Roncùs, Ribolla gialla, 2013, 750 ml",WHITE,1,7,45
v.1332.1995.b,"Roncùs, Val di Miez, 1995, 750 ml",RED,1,8,52
v.40727.2002.b,"Rosa Bosco, Sauvignon blanc, 2002, 750 ml",WHITE,1,10,55
v.40727.2007.b,"Rosa Bosco, Sauvignon blanc, 2007, 750 ml",WHITE,2,10,50
v.8832.2001.b,"Rosabosco Villa de Puppi, Boscorosso, 2001, 750 ml",RED,2,10,55
v.507.1990.b,"Ruffino, Cabreo Il Borgo, 1990, 750 ml",RED,1,30,160
v.507.1993.b,"Ruffino, Cabreo Il Borgo, 1993, 750 ml",RED,2,20,160
v.507.1996.b,"Ruffino, Cabreo Il Borgo, 1996, 750 ml",RED,1,30,160
v.507.1997.b,"Ruffino, Cabreo Il Borgo, 1997, 750 ml",RED,1,30,180
v.7102.1990.b,"Ruffino, Cabreo La Pietra, 1990, 750 ml",WHITE,1,40,200
v.7102.1997.b,"Ruffino, Cabreo La Pietra, 1997, 750 ml",WHITE,2,30,180
v.5747.1996.b,"Ruffino, Romitorio di Santedame, 1996, 750 ml",RED,3,30,120
v.12330.2018.b,"Ruiz de Cardenas, Pinot nero Vigna Brumano, 2018, 750 ml",RED,14,18,50
v.10000.2000.b,"Russiz Superiore, Cabernet franc, 2000, 750 ml",RED,1,10,55
v.10000.2001.b,"Russiz Superiore, Cabernet franc, 2001, 750 ml",RED,4,10,55
v.10000.2002.b,"Russiz Superiore, Cabernet franc, 2002, 750 ml",RED,2,10,50
v.10000.2004.b,"Russiz Superiore, Cabernet franc, 2004, 750 ml",RED,3,9,45
v.10000.2008.b,"Russiz Superiore, Cabernet franc, 2008, 750 ml",RED,1,10,50
v.10000.2015.b,"Russiz Superiore, Cabernet franc, 2015, 750 ml",RED,1,10,45
v.9939.1998.b,"Russiz Superiore, Friulano, 1998, 750 ml",WHITE,1,10,60
v.9939.2015.b,"Russiz Superiore, Friulano, 2015, 750 ml",WHITE,2,9,50
v.9939.2017.b,"Russiz Superiore, Friulano, 2017, 750 ml",WHITE,1,8,48
v.37330.1998.b,"Russiz Superiore, Merlot, 1998, 750 ml",RED,1,10,65
v.37330.2004.b,"Russiz Superiore, Merlot, 2004, 750 ml",RED,1,10,58
v.37330.2008.b,"Russiz Superiore, Merlot, 2008, 750 ml",RED,3,10,52
v.3591.1999.b,"Russiz Superiore, Pinot bianco, 1999, 750 ml",WHITE,1,10,50
v.3591.2006.b,"Russiz Superiore, Pinot bianco, 2006, 750 ml",WHITE,1,10,70
v.8961.1995.b,"Russiz Superiore, Riserva degli Orzoni Rosso, 1995, 750 ml",RED,1,18,90
v.3592.2006.b,"Russiz Superiore, Sauvignon, 2006, 750 ml",WHITE,2,16,70
v.19185.2006.b,"Saint Clair, Pinot noir Marlborough Premium, 2006, 750 ml",RED,2,20,80
v.1500.2015.b,"Saint Clair, Sauvignon blanc Pioneer Block 3, 2015, 750 ml",WHITE,2,10,65
v.73018.2013.b,"Salizzoni, Trentino Marzemino Superiore Ziresi, 2013, 750 ml",RED,3,10,45
v.18216.2010.b,"Salvetta, Nosiola, 2010, 750 ml",WHITE,1,8,40
v.83033.2003.b,"San Donatino, Chianti Classico Poggio ai Mori, 2003, 750 ml",RED,1,12,55
v.427.1990.b,"San Felice, Brunello di Montalcino Campogiovanni, 1990, 750 ml",RED,2,40,180
v.498.1990.c,"San Felice, Vigorello, 1990, 1500 ml",RED,1,90,320
v.441.2017.b,"San Giusto a Rentennano, Chianti Classico Riserva Le Baròncole, 2017, 750 ml",RED,10,12,60
v.442.2016.b,"San Giusto a Rentennano, Percarlo, 2016, 750 ml",RED,4,32,150
v.5311.2004.b,"San Patrignano, Sangiovese Superiore Riserva Avi, 2004, 750 ml",RED,1,10,60
v.33381.2015.b,"Sancio, Pigato, 2015, 750 ml",WHITE,4,7,42
v.55930.2018.b,"Sandre, Cabernet franc, 2018, 750 ml",RED,2,10,40
v.54363.2018.b,"Sandre, Manzoni bianco, 2018, 750 ml",WHITE,1,7,36
v.55933.2017.b,"Sandre, Traminer Acini bianchi, 2017, 750 ml",WHITE,2,9,40
v.46035.2020.b,"Sandro De Bruno, Soave Colli Scaligeri, 2020, 750 ml",WHITE,3,9,42
v.46035.2021.b,"Sandro De Bruno, Soave Colli Scaligeri, 2021, 750 ml",WHITE,3,7,40
v.42366.2018.b,"Sandro Fay, Terrazze Retiche di Sondrio La Faya, 2018, 750 ml",RED,2,12,40
v.48741.2016.b,"Sandro Fay, Valtellina Superiore Valgella Cà Moréi, 2016, 750 ml",RED,2,12,50
v.4828.2006.b,"Santa Barbara, Castelli di Jesi Verdicchio Classico Superiore Tardivo ma non Tardo, 2006, 750 ml",WHITE,1,10,45
v.3734.2008.c,"Santa Barbara, Verdicchio dei Castelli di Jesi Classico Stefano Antonucci, 2008, 1500 ml",WHITE,1,30,100
v.3734.2013.b,"Santa Barbara, Verdicchio dei Castelli di Jesi Classico Superiore Stefano Antonucci, 2013, 750 ml",WHITE,2,10,50
v.80253.1993.b,"Santa Rita, Sauvignon blanc Medalla Real Gran Reserva, 1993, 750 ml",WHITE,1,10,60
v.5950.2000.b,"Santadi, Carignano del Sulcis Superiore Terre brune, 2000, 750 ml",RED,1,40,150
v.8377.2000.b,"Santadi, Villa di Chiesa, 2000, 750 ml",WHITE,3,14,52
v.4422.2009.b,"Sardus Pater, Carignano del Sulcis Riserva Is Arenas, 2009, 750 ml",RED,2,10,55
v.774.2000.b,"Sassotondo, Ciliegiolo San Lorenzo, 2000, 750 ml",RED,1,12,50
v.774.2001.b,"Sassotondo, Ciliegiolo San Lorenzo, 2001, 750 ml",RED,1,10,52
v.771.2000.b,"Sassotondo, Ciliegiolo, 2000, 750 ml",RED,2,10,60
v.33778.2004.b,"Schiavenza, Barolo Broglio, 2004, 750 ml",RED,2,13,70
v.33816.2001.b,"Schiavenza, Barolo Riserva Broglio, 2001, 750 ml",RED,1,27,110
v.38071.2014.b,"Schoffit, Chasselas Vieilles Vignes, 2014, 750 ml",WHITE,2,14,55
v.66063.2016.b,"Schoffit, Gewürztraminer Cuvée Alexandre Vieilles Vignes, 2016, 750 ml",WHITE,1,10,55
v.1668.2012.b,"Schoffit, Gewürztraminer Rangen Clos Saint-Théobald Grand Cru, 2012, 750 ml",WHITE,2,18,65
v.35115.2013.b,"Schweitzer, Chardonnay Riserva Tschaupp, 2013, 750 ml",WHITE,3,9,50
v.35115.2018.b,"Schweitzer, Chardonnay Riserva Tschaupp, 2018, 750 ml",WHITE,3,15,48
v.44140.2020.b,"Scubla, Colli Orientali del Friuli Friulano, 2020, 750 ml",WHITE,1,7,40
v.44138.2013.b,"Scubla, Colli Orientali del Friuli Pomédes Bianco, 2013, 750 ml",WHITE,2,9,45
v.8168.2014.b,"Scuotto, Oi nì, 2014, 750 ml",WHITE,3,10,55
v.15415.2012.b,"Scuotto, Taurasi, 2012, 750 ml",RED,2,9,45
v.72672.2003.b,"Seguin-Manuel, Corton Grand Cru, 2003, 750 ml",RED,1,40,140
v.8865.2003.b,"Sellari Franceschini, Morellino di Scansano, 2003, 750 ml",RED,2,18,90
v.40594.2013.b,"Selvadolce, Vermentino VB1, 2013, 750 ml",WHITE,1,16,70
v.177.1996.b,"Serafini & Vidotto, Il Rosso dell'Abazia, 1996, 750 ml",RED,2,20,100
v.177.1999.b,"Serafini & Vidotto, Il Rosso dell'Abazia, 1999, 750 ml",RED,1,20,100
v.177.2000.c,"Serafini & Vidotto, Il Rosso dell'Abazia, 2000, 1500 ml",RED,1,40,200
v.177.2000.b,"Serafini & Vidotto, Il Rosso dell'Abazia, 2000, 750 ml",RED,1,15,95
v.177.2001.b,"Serafini & Vidotto, Il Rosso dell'Abazia, 2001, 750 ml",RED,2,20,90
v.177.2006.c,"Serafini & Vidotto, Il Rosso dell'Abazia, 2006, 1500 ml",RED,1,30,180
v.178.2006.c,"Serafini & Vidotto, Pinot nero, 2006, 1500 ml",RED,1,20,180
v.178.2006.b,"Serafini & Vidotto, Pinot nero, 2006, 750 ml",RED,2,20,90
v.178.2010.b,"Serafini & Vidotto, Pinot nero, 2010, 750 ml",RED,2,18,80
v.83550.2019.b,"Serenissima, Romagna Albana secco Sorriso di Lizzano, 2019, 750 ml",WHITE,7,18,50
v.12373.2015.b,"Serenissima, Sangiovese Superiore Sorriso di Lizzano, 2015, 750 ml",RED,1,16,50
v.16802.2013.b,"Sergio Arcuri, Cirò Classico Superiore Aris, 2013, 750 ml",RED,5,8,40
v.16802.2014.b,"Sergio Arcuri, Cirò Classico Superiore Aris, 2014, 750 ml",RED,2,8,38
v.43711.2021.b,"Sergio Arcuri, Greco bianco Liberaisensi, 2021, 750 ml",WHITE,6,10,38
v.251.2006.b,"Sergio Mottura, Grechetto Latour a Civitella, 2006, 750 ml",WHITE,1,13,52
v.255.2007.b,"Sergio Mottura, Grechetto Poggio della Costa, 2007, 750 ml",WHITE,2,10,55
v.255.2008.b,"Sergio Mottura, Grechetto Poggio della Costa, 2008, 750 ml",WHITE,1,10,50
v.255.2016.b,"Sergio Mottura, Grechetto Poggio della Costa, 2016, 750 ml",WHITE,1,10,45
v.254.2003.b,"Sergio Mottura, Montepulciano Nenfro, 2003, 750 ml",RED,2,13,60
v.74104.2001.b,"Servin, Chablis Les Clos Grand Cru, 2001, 750 ml",WHITE,1,45,180
v.7061.2002.b,"Servin, Chablis Vaillons 1er Cru, 2002, 750 ml",WHITE,2,30,120
v.33992.1999.b,"Silvio Grasso, Barolo Ciabot Manzoni, 1999, 750 ml",RED,3,25,100
v.19522.2008.b,"Slavček, Sivi pinot, 2008, 750 ml",WHITE,2,10,45
v.42488.2015.b,"Slobodné Vinárstvo, Interval 103, 2015, 750 ml",WHITE,3,10,50
v.35061.2006.d,"Sobrero, Barolo Ciabot Tanasio, 2006, 3000 ml",RED,1,50,280
v.35061.2006.b,"Sobrero, Barolo Ciabot Tanasio, 2006, 750 ml",RED,1,15,80
v.15658.2016.b,"Sourdais - Le Logis de la Bouchardière, Chinon Le Chêne Vert, 2016, 750 ml",RED,2,10,45
v.83760.2015.b,"Sourdais - Le Logis de la Bouchardière, Chinon Vieille Vigne Les Cornuelles, 2015, 750 ml",RED,3,19,60
v.10132.2011.b,"Specogna, Identità, 2011, 750 ml",WHITE,1,10,65
v.10132.2019.b,"Specogna, Identità, 2019, 750 ml",WHITE,3,12,50
v.12286.2011.b,"Specogna, Oltre, 2011, 750 ml",RED,1,10,50
v.8051.2010.b,"Specogna, Pignolo, 2010, 750 ml",RED,5,10,50
v.12339.2011.b,"Specogna, Sauvignon blanc Duality, 2011, 750 ml",WHITE,2,10,60
v.12339.2019.c,"Specogna, Sauvignon blanc Duality, 2019, 1500 ml",WHITE,2,22,90
v.12339.2019.b,"Specogna, Sauvignon blanc Duality, 2019, 750 ml",WHITE,2,12,50
v.35149.2009.b,"Stachlburg, Blauburgunder Vinschgauer, 2009, 750 ml",RED,2,10,50
v.35149.2012.b,"Stachlburg, Blauburgunder Vinschgauer, 2012, 750 ml",RED,2,10,52
v.80503.2007.b,"Stachlburg, Gewürztraminer, 2007, 750 ml",WHITE,2,18,70
v.80503.2015.b,"Stachlburg, Gewürztraminer, 2015, 750 ml",WHITE,2,10,50
v.42935.2015.b,"Stachlburg, Sauvignon Terlaner Wolfsthurn R, 2015, 750 ml",WHITE,4,10,45
v.30596.2004.b,"Stéphane Bernaudeau, Anjou Les Nourrissons, 2004, 750 ml",WHITE,4,40,180
v.52851.2006.b,"Stéphane Bernaudeau, Les Nourrissons Vignes Centenaires, 2006, 750 ml",WHITE,4,30,300
v.14848.2011.b,"Stigler, Weissburgunder Pagode, 2011, 750 ml",WHITE,2,10,55
v.1141.2009.b,"Strasserhof, Grüner Veltliner, 2009, 750 ml",WHITE,2,8,50
v.3432.2008.b,"Strasserhof, Kerner, 2008, 750 ml",WHITE,2,10,56
v.3432.2012.b,"Strasserhof, Kerner, 2012, 750 ml",WHITE,1,10,48
v.1139.2020.b,"Strasserhof, Sylvaner, 2020, 750 ml",WHITE,2,10,45
v.605.2002.b,"Suavia, Soave Classico Le Rive, 2002, 750 ml",WHITE,1,10,50
v.604.2011.b,"Suavia, Soave Classico Monte Carbonare, 2011, 750 ml",WHITE,2,10,45
v.603.2007.b,"Suavia, Soave Classico, 2007, 750 ml",WHITE,2,10,45
v.53846.2006.b,"Sutor, Burja, 2006, 750 ml",WHITE,1,10,42
v.40802.1998.b,"Sylvie Spielmann, Riesling Bergheim, 1998, 750 ml",WHITE,2,22,90
v.325.1999.c,"Talenti, Brunello di Montalcino, 1999, 1500 ml",RED,1,38,150
v.3711.2013.b,"Tamellini, Soave Classico Le Bine de Costiola, 2013, 750 ml",WHITE,3,10,45
v.5193.2008.b,"Tanca Gioia Carloforte - U Tabarka, Rossou, 2008, 750 ml",RED,1,10,42
v.5187.2009.b,"Tanca Gioia Carloforte - U Tabarka, Vermentino Giancu, 2009, 750 ml",WHITE,2,12,42
v.13504.2008.b,"Tardieu-Laurent, Hermitage Blanc, 2008, 750 ml",WHITE,2,15,70
v.13504.2010.b,"Tardieu-Laurent, Hermitage Blanc, 2010, 750 ml",WHITE,2,20,65
v.13505.2006.b,"Tardieu-Laurent, Hermitage Rouge, 2006, 750 ml",RED,1,30,110
v.13505.2010.b,"Tardieu-Laurent, Hermitage Rouge, 2010, 750 ml",RED,3,23,95
v.5813.2003.b,"Tasca d'Almerita - Tenuta Regaleali, Contea di Sclafani Rosso del Conte, 2003, 750 ml",RED,1,10,55
v.9372.2007.b,"Taschlerhof, Gewürztraminer, 2007, 750 ml",WHITE,1,10,65
